gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-LGR4	LGR4	6510.743	4937.373	10073.274	4275.799	6855	2638.092	16010.301	21924.263	3335.437	1	9253.125	24381.391
gene-LGR5	LGR5	161	107	259	49	182	80	339	361.118	43	0	237	617
gene-LGR6	LGR6	0	6	0	0	0	0	7	6	1	0	0	4
gene-LGSN	LGSN	2	2	0	1	0	3	2	0	0	0	1	5
gene-LHB	LHB	0	15	0	3	0	4	2	0	9	0	0	0
gene-LHCGR	LHCGR	0	0	0	0	2	0	0	0	0	0	2	1
gene-LHFP	LHFP	1989	459	714.291	857	432	727.381	1160.889	683.56	727.081	0	169	483
gene-LHFPL1	LHFPL1	68	6	6	17	34	11	28	20	9	0	7	26
gene-LHFPL2	LHFPL2	25233.57	1272	6533.27	1089	14457.958	578	9102.001	17132.207	277	0	7224.325	19677.176
gene-LHFPL3	LHFPL3	11	0	27	3	3	6	58	9	5	0	8	23
gene-LHFPL4	LHFPL4	362.009	68	97.016	12	109	42.014	158	318.956	8	0	117	303
gene-LHFPL5	LHFPL5	23	31	36	21	48	17	19	90	4	0	40	111
gene-LHPP	LHPP	126	146	233	62	88	114	793	383	130	0	66	171
gene-LHX1	LHX1	7	11	986	13	5	27	3810.953	2	58	0	0	0
gene-LHX2	LHX2	0	0	2	6	0	3	1	0	5	0	0	0
gene-LHX3	LHX3	0	0	0	0	0	0	2	0	0	0	0	0
gene-LHX4	LHX4	0	2	22	7	14	1	33	12	0	0	12	41
gene-LHX5	LHX5	0	0	0	0	10	0	0	0	0	0	0	0
gene-LHX6	LHX6	44	166	58	136	13	553	265	93	304	0	10	39
gene-LHX8	LHX8	0	136	31	7	0	213	51	0	2	0	1	1
gene-LHX9	LHX9	0	0	0	0	0	3	2	0	0	0	0	0
gene-LIAS	LIAS	2102.854	3464.085	1394.774	11205.481	1062.197	1347.327	1609.326	1825.741	11139.192	0	841.984	2248.922
gene-LIF	LIF	7	4	1	3	75	3	7	51	6	0	21	41
gene-LIFR	LIFR	289	9695.058	7566.536	3386.864	2822	4378.973	8949.59	613	2668.987	0	629	1660
gene-LIG1	LIG1	668.004	195	263	152	556	337	936.091	1834.033	173.998	0	319	817.872
gene-LIG3	LIG3	7353.837	3339.43	1886.999	1693	2935	2992.005	5033.248	8189.468	2325.496	0	1861.075	5189.188
gene-LIG4	LIG4	201	621.017	960.124	353	298	330	1023.192	445.003	208.004	0	411	1068
gene-LIM2	LIM2	0	0	0	0	5	0	0	0	0	0	0	0
gene-LIMA1	LIMA1	4243.204	541	5243.727	812.277	7707.278	967.158	8890.908	25333.3	1041.595	0	10701.516	29428.803
gene-LIMCH1	LIMCH1	457	4585.572	3726.263	7255.336	380	4119.971	5777.384	338	5372.585	0	132.927	408
gene-LIMD1	LIMD1	26	2356.001	454.111	533.018	1756.029	428.002	674.061	1017.111	553.28	0	469	1276
gene-LIMD2	LIMD2	1029.376	139	640	191	338	99	1765.282	633	199	0	177	480
gene-LIME1	LIME1	120	95	109	40	40	140	286.001	125	29	0	24	57
gene-LIMK1	LIMK1	373	1975	693	813.001	242	1830.382	1861.021	1073.033	1131	0	268	661
gene-LIMK2	LIMK2	2724	520	2479.395	1396	1782	775	7141.76	6421.304	2967.145	0	1183	3226.995
gene-LIMS1	LIMS1	2423.417	4434.968	5942.385	9051.83	1871.998	1430.236	3896.721	2854.234	4724.731	0	2406.232	6409.259
gene-LIMS2	LIMS2	40	23	75	10	147	330	2136.387	212	211.001	0	3	15
gene-LIN28A	LIN28A	0	0	1	0	4	0	1	0	0	0	2	5
gene-LIN28B	LIN28B	0	1	0	0	0	0	4	19	0	0	0	3
gene-LIN37	LIN37	2621.58	3368	1273.033	1070.868	528	4255.118	3978.606	2536.623	1391.915	0	533	1415.171
gene-LIN52	LIN52	315	730	1112	295	330.001	696.001	2223.731	715	309	0	309.001	806.001
gene-LIN54	LIN54	965.022	11763.953	4277.891	2168.496	1133	5908.302	5056.71	3885.46	1351.688	0	2210.024	6009.439
gene-LIN7A	LIN7A	11	13	253	4	13	6	455.059	59.304	2	0	29	72
gene-LIN7B	LIN7B	290	529.001	146	365	69	433	384	346.193	460	0	84	224.016
gene-LIN7C	LIN7C	10273.135	3650.525	4991.338	3385.24	6913.031	1498.291	3336.104	8377.235	1729.96	0	5991.559	16170.482
gene-LIN9	LIN9	821.033	563.093	747.999	719.484	400	329	765.983	1373.848	481.028	0	637.142	1814.361
gene-LINGO1	LINGO1	1022	114	260	204	316	218.001	876	1467.218	380.001	0	221	677
gene-LINGO4	LINGO4	6	16	16	0	3	9	12	8	0	0	8	14
gene-LINS1	LINS1	437	2212.13	944	355.019	222	1815.369	2227.329	1720.16	318	0	478	1298
gene-LIPA	LIPA	7085.434	893.081	3091.015	1702.089	2241.001	791.978	4185.963	12545.807	1534.519	0	4265.189	11057.012
gene-LIPC	LIPC	175	5	30	89.003	58	13	65	24.001	94	0	7	45
gene-LIPE	LIPE	26426.637	16682.992	3767.984	4187.04	11273.051	20311.644	12889.375	17884.551	10362.485	0	2303.997	6144.859
gene-LIPG	LIPG	84	38	1486	127	68	25	4730.642	1834.681	129	0	447	1198.105
gene-LIPH	LIPH	2081.699	42	235	0	2740.62	13	485.722	5255.827	0	0	3002.764	8020.495
gene-LIPI	LIPI	0	0	0	0	0	0	0	0	0	0	0	0
gene-LIPM	LIPM	0	0	1	0	1	0	0	11	0	0	4	13
gene-LIPN	LIPN	770	0	0	0	190	1	0	2181.344	0	0	570	1591
gene-LIPT1	LIPT1	762.001	3431.101	1151	1495	233	3331.047	1842.027	1324.259	1420.426	0	363	921
gene-LITAF	LITAF	13436.151	1099	2460.647	1089.015	4274.482	1552.012	8942.469	9598.454	1822.712	0	1849.739	5049.724
gene-LIX1	LIX1	158	28	882	61	15	18	2122.745	119	50	0	40	81
gene-LIX1L	LIX1L	1144	153	172.05	313	337	394	451.032	628	450	0	92	261
gene-LLGL1	LLGL1	1819.879	759	1471.061	612.013	1228	1161.364	4504.84	3223	939	0	606	1684
gene-LLGL2	LLGL2	6031.795	170	3477.169	430	3694.999	174	14021.156	14957.843	658.286	0	2167.025	5701.022
gene-LLPH	LLPH	3572.325	1255.232	916.199	1261.798	510.41	1240.188	1160.083	2437.818	1232.216	0	623.217	1691.893
gene-LMAN1	LMAN1	37519.707	10319.922	12527.806	6742.4	18450.03	4961.461	12141.523	28579.244	4399.412	0	13651.441	36341.558
gene-LMAN1L	LMAN1L	83	97	120	85	85	35	70	30	23	0	82	252
gene-LMAN2	LMAN2	17227.182	4453.942	4524.457	1683.645	4342	5898.656	14029.404	24201.661	2518.711	0	4274.82	11298.097
gene-LMAN2L	LMAN2L	3539.054	1114.222	1450	882.005	1182	1438.249	3885.622	4282.872	1746.431	0	890	2450
gene-LMBR1	LMBR1	185	2106.699	900.695	766	212	1457.023	2028.079	1104.142	1186.465	0	295	807
gene-LMBR1L	LMBR1L	8117.301	1117.001	1545	915.999	2362	2010.873	4750.053	6525.406	1378.409	0	1392.645	3577.084
gene-LMBRD1	LMBRD1	9381.313	5227.001	7105.558	2758.013	2697	4357.381	11168.627	12594.964	2569.554	0	4194.973	10994.079
gene-LMBRD2	LMBRD2	1267.001	5786.346	20130.215	4455.462	5294	1126.334	6214.725	3292.928	705.699	0	6428.718	17505.008
gene-LMCD1	LMCD1	361	8077	556	2397	104	11020.782	2337.153	219.034	4809.769	0	15	48
gene-LMF1	LMF1	941.11	602	1041	515	592	716	2784.05	1731.609	810.985	0	319	850.247
gene-LMF2	LMF2	912	588	1213	367	609	680	4633.174	1227.171	875.523	0	114	335
gene-LMLN	LMLN	228	881.028	1456	670	230	458	1889.432	1102.052	578	0	623	1729.075
gene-LMNA	LMNA	23845.499	7261.233	4331	2870	11740.104	6740.854	11148.962	65404.292	3809.575	0	12881.282	34311.884
gene-LMNB1	LMNB1	1370.384	264	345.173	142	1015	214	413.938	2855.193	160	0	827	2418
gene-LMNB2	LMNB2	1403.041	794	1060	361	1712	825	3580.313	6145.4	556.014	0	1175	3218.009
gene-LMNTD1	LMNTD1	0	0	89	0	0	0	48	0	0	0	0	0
gene-LMO1	LMO1	0	0	1	0	0	0	16	2	0	0	0	0
gene-LMO2	LMO2	1750.184	895.469	870.883	641.975	312.399	1771.572	2189.384	941.509	669.147	0	149.68	418.221
gene-LMO3	LMO3	296	274	82	47	185	342.001	116	374	38	0	174	463.001
gene-LMO4	LMO4	5218.756	3467.436	2011.9	2371.061	845	4023.859	3945.185	2985.941	2768.456	0	637	1819
gene-LMO7	LMO7	41641.434	3557.001	11192.689	4028.169	35377.918	1479.001	19112.121	34140.769	2811.984	0	16663.25	45656.564
gene-LMOD1	LMOD1	213	43	25	15	310	46	96	396	13	0	49	113
gene-LMOD2	LMOD2	34	11645.65	41.854	6093.54	17	10397.889	72.972	26	8407.587	0	15	41
gene-LMOD3	LMOD3	0	42421.735	14	20191.134	2	45882.18	17	0	25157.216	1	7	20
gene-LMTK2	LMTK2	18675.668	27549.212	25118.22	8219.571	20164	12304.669	30962.101	27603.251	8897.93	0	14087.971	38103.532
gene-LMTK3	LMTK3	5	1	0	1	13	0	9	10	3	0	0	1
gene-LMX1A	LMX1A	73	10	0	45	33	14	12	141	77	0	33	85
gene-LMX1B	LMX1B	13	4	253	6	15	5	1772.054	48	7	0	9	17
gene-LNP1	LNP1	258	257	124	70	176	81	144	244	48	0	111	325
gene-LNPEP	LNPEP	2142.283	107646.563	19894.454	29538.513	4217	21043.525	20560.746	2737.319	11848.72	0	3284.026	8817.807
gene-LNX1	LNX1	2013.912	270	1297	118	1693	118	2114.693	3540.988	68	0	1151.999	3096.03
gene-LNX2	LNX2	1197	5929.23	11554.662	2139.386	1906.147	3367	10500.619	5497.817	1702.553	0	2495.999	6851.574
gene-LOC102238595	LOC102238595	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC102238596	LOC102238596	3.019	342	134.667	53	108.641	7	8.23	8.188	0	0	59.458	159.708
gene-LOC102238597	LOC102238597	0	36.473	0	620.883	0	0	0	0	0	0	0	0
gene-LOC102238598	LOC102238598	0	68.89	12.668	2.205	13.023	13.228	25.636	5.333	0	0	1	4
gene-LOC102238599	LOC102238599	881	112	3922.04	12	168	48	4369.782	12808.175	16	0	3015.999	8033.262
gene-LOC102238600	LOC102238600	129.431	88.742	75.776	67.672	37.446	54.109	98.797	154.014	54.057	0	69.525	182.418
gene-LOC102238601	LOC102238601	0	1	2	11	3	0	0	0	0	0	0	0
gene-LOC102238603	LOC102238603	0	0	0	0	3	0	0	0	0	0	0	0
gene-LOC102238614	LOC102238614	6	0	11	0	0	0	48	0	0	0	0	0
gene-LOC102238615	LOC102238615	1638.274	0	23	0	10438.817	1	1	1095.762	0	0	630.777	1673.998
gene-LOC102238619	LOC102238619	0	0	0	3	0	0	0	0	0	0	0	0
gene-LOC102238625	LOC102238625	1960	1646	1090	581	498	2025	2396.982	1479.261	506	0	401	1005
gene-LOC102238628	LOC102238628	5	64.328	44.662	8.743	40.822	18.688	67.577	60.921	34.667	0	16.208	57.392
gene-LOC102238629	LOC102238629	33.695	45.749	9.417	13.023	13.78	51.856	73.955	122.446	114.847	0	29.185	67.618
gene-LOC102238631	LOC102238631	0	1	2.045	0	4	0	3	0	0	0	0	0
gene-LOC102238632	LOC102238632	26.559	618.921	159.875	215.789	164.628	88.252	111.424	168.44	90.598	0	244.754	636.895
gene-LOC102238634	LOC102238634	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238636	LOC102238636	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238638	LOC102238638	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC102238639	LOC102238639	0	0	0	0	0	0	0	1	0	0	0	1
gene-LOC102238641	LOC102238641	0	5.003	5.004	0	3.013	0	3	4.001	1	0	3.006	6.011
gene-LOC102238644	LOC102238644	15	68	66	13	8	51	191	31	18	0	7	20
gene-LOC102238646	LOC102238646	516.472	331.057	108.707	490.863	124.326	362.811	202.146	251.072	425.739	0	33.927	103.726
gene-LOC102238648	LOC102238648	65	1	44	0	1	0	75	6	2	0	1	4
gene-LOC102238652	LOC102238652	1	8	63	19	11	5	30	14	0	0	1	1
gene-LOC102238653	LOC102238653	13.118	26.407	38.814	21.464	27.142	16.168	10.375	9.155	4.035	0	15.322	39.95
gene-LOC102238658	LOC102238658	0	0	0	0	0	0	8.06	1	0	0	0	0
gene-LOC102238660	LOC102238660	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238661	LOC102238661	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238662	LOC102238662	38843.462	88861.28	12505.861	63019.274	22493.65	75862.946	37196.12	48025.77	111382.988	3	8751	22906.342
gene-LOC102238664	LOC102238664	623.925	270	613.167	867.555	379	343	1343	846.149	810.508	0	337	878
gene-LOC102238665	LOC102238665	0	35	66	34	266	2	5	6	0	0	132	376
gene-LOC102238667	LOC102238667	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC102238668	LOC102238668	5088.253	122.598	2092.218	268.901	2450.381	167	7629.818	7753.434	673.63	0	970.889	2658.583
gene-LOC102238670	LOC102238670	0	0	0	2	0	0	0	0	0	0	0	0
gene-LOC102238675	LOC102238675	352.502	0	55	0	954.897	0	48.787	122.568	0	0	111.503	238.32
gene-LOC102238681	LOC102238681	12350.318	27807.437	30447.038	8642.215	10745.39	17955.551	39929.037	26831.663	8233.491	0	11476.428	30352.055
gene-LOC102238683	LOC102238683	0	0	0	4	5	0	0	0	0	0	0	0
gene-LOC102238686	LOC102238686	7.001	0	0	0	0	0	2	2.001	3	0	0	0
gene-LOC102238693	LOC102238693	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238694	LOC102238694	0	1	1	0	4	0	0	0	0	0	0	0
gene-LOC102238697	LOC102238697	0	93	9	7	0	109	52	0	0	0	0	0
gene-LOC102238703	LOC102238703	9.235	6.703	2.244	1.178	9.526	4.39	5.365	2.12	4.126	0	7.983	11.808
gene-LOC102238705	LOC102238705	5249.004	1863.001	1447.999	765.001	1583	2840.972	5076.259	7210.969	1124.778	0	1359	3669.143
gene-LOC102238709	LOC102238709	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238716	LOC102238716	1610	411	133	2059.152	467.995	381	139	423	1999.216	0	156.998	416.716
gene-LOC102238718	LOC102238718	82	0	6	0	49	0	34	12	0	0	3	3
gene-LOC102238724	LOC102238724	78	2	2	0	39	0	0	0	0	0	3	7
gene-LOC102238725	LOC102238725	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238727	LOC102238727	0	2	0	0	0	0	0	0	0	0	0	0
gene-LOC102238733	LOC102238733	3	2023.142	94	2850.099	81.021	179	25	25	355.001	0	53.012	174
gene-LOC102238738	LOC102238738	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238742	LOC102238742	0	0	0	0	7	0	1	0	0	0	0	0
gene-LOC102238747	LOC102238747	199.487	58.473	211.792	83.257	119.721	14.086	172.736	781.053	53.145	0	262.023	748.793
gene-LOC102238752	LOC102238752	2	1	1	0	0	1	1	0	0	0	0	0
gene-LOC102238754	LOC102238754	0	0	4	0	8	0	0	0	0	0	0	6
gene-LOC102238758	LOC102238758	0	0	0	3	0	0	0	0	0	0	0	0
gene-LOC102238766	LOC102238766	0	1	42	0	9	0	10	2	0	0	7	28
gene-LOC102238770	LOC102238770	1.016	10.195	13.301	3.057	13.38	2.028	5.069	1.009	2.016	0	9.263	25.878
gene-LOC102238777	LOC102238777	0	4	0	2	1	8	0	1	0	0	0	0
gene-LOC102238779	LOC102238779	31	8	1	28.332	2	9	2	5	26	0	0	1.014
gene-LOC102238782	LOC102238782	7673.075	830.849	747.94	702.613	767.467	1474.586	1519.654	5158.954	801.832	0	1097.122	2841.737
gene-LOC102238785	LOC102238785	553.049	84.655	307.628	9.867	331.782	122.884	1075.271	857.279	10	0	120.669	296.108
gene-LOC102238787	LOC102238787	0	1	0	0	10	0	0	0	0	0	1	4
gene-LOC102238790	LOC102238790	0	0	3.002	0	0	0	1	0	0	0	0	0
gene-LOC102238792	LOC102238792	115	1840.519	1659.446	1894.434	1483	785.926	2424.384	1377.299	1525.552	0	840.71	2200.665
gene-LOC102238793	LOC102238793	0	38	82	52	159	4	24	28	0	0	73	192
gene-LOC102238794	LOC102238794	0	21	11	35	12	4	3	0	2	0	4	11
gene-LOC102238801	LOC102238801	3	3.033	0	32	85.55	0	3	0	17.609	0	9	11
gene-LOC102238807	LOC102238807	14	6.035	25	6	14	8	70.056	56.273	9.999	0	24	64.002
gene-LOC102238815	LOC102238815	35	49	24	38	6	61	15	19	14	0	13	29
gene-LOC102238816	LOC102238816	6	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238820	LOC102238820	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC102238824	LOC102238824	0	4.039	15.201	12.131	9.244	1.004	3.017	20.105	3.005	0	9.126	18.258
gene-LOC102238830	LOC102238830	363	175	287	106	442	226	716.089	709.982	212	0	206.167	547.174
gene-LOC102238832	LOC102238832	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC102238835	LOC102238835	0	0	5	7	2	0	0	0	0	0	0	0
gene-LOC102238836	LOC102238836	194	16	40	2	20	8	64	96	4	0	31	77
gene-LOC102238843	LOC102238843	2175.007	8837.802	2325.63	14106.791	2354.429	9140.551	2501.906	2440.473	8812.688	0	1433.947	3803.979
gene-LOC102238845	LOC102238845	0	0	2	0	0	0	0	0	0	0	1	3
gene-LOC102238847	LOC102238847	0	1	0	0	0	0	3	0	2	0	0	0
gene-LOC102238854	LOC102238854	1.715	424.758	364.317	154.953	510.79	3.005	49.09	71.874	0	0	1112.913	2938.251
gene-LOC102238855	LOC102238855	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238856	LOC102238856	0	11.023	5.011	2	5.035	0	3	8.001	0	0	16.074	46.182
gene-LOC102238863	LOC102238863	240.128	7	8	0	85	10	40	196	4	0	37	103
gene-LOC102238864	LOC102238864	99.301	0	61.87	0	1058.427	0	43.158	792.676	0	0	513.051	1434.427
gene-LOC102238867	LOC102238867	501.277	178	701	153	117	309	3481.501	813.002	210	0	108	275.066
gene-LOC102238869	LOC102238869	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238874	LOC102238874	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238875	LOC102238875	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238880	LOC102238880	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC102238886	LOC102238886	1044.795	51.37	3045.929	34.013	283.772	53	8480.216	1220.937	74	0	217.503	510.984
gene-LOC102238889	LOC102238889	0	30	108	66	97	4	18	14	0	0	69	162
gene-LOC102238890	LOC102238890	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238893	LOC102238893	0	3.022	0	0	1.007	0	0	0	0	0	0	0
gene-LOC102238896	LOC102238896	85	3	17	0	24	1	47	22	1	0	10	27
gene-LOC102238897	LOC102238897	0	1	0	0	4	0	0	0	0	0	2	13
gene-LOC102238908	LOC102238908	41	10	40	0	0	19	156.038	30	1	0	6	10
gene-LOC102238911	LOC102238911	138.534	158.207	129.959	57.719	71.462	429.442	183.112	71.353	117.378	0	36.125	101.166
gene-LOC102238916	LOC102238916	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238919	LOC102238919	0	2	1	1	6	0	0	0	1	0	5	3
gene-LOC102238920	LOC102238920	0	17	2	33	0	4	0	0	3	0	1	3
gene-LOC102238922	LOC102238922	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238923	LOC102238923	0	0	5.332	0	6.15	0	6.734	0	0	0	0	0
gene-LOC102238925	LOC102238925	0	0	163.166	0	0	0	472.031	1	0	0	4.001	8.007
gene-LOC102238926	LOC102238926	0	16	1	57	5	12	0	0	1	0	0	0
gene-LOC102238927	LOC102238927	0	0	0	11	0	0	0	0	0	0	0	0
gene-LOC102238928	LOC102238928	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238929	LOC102238929	151.754	23	74.854	58.817	113.088	55	311.602	116.781	100.719	0	12	25
gene-LOC102238931	LOC102238931	27	1	5	0	0	4	4	8	3	0	0	0
gene-LOC102238932	LOC102238932	0	0	0	0	0	0	0	0	0	0	0	2.248
gene-LOC102238933	LOC102238933	4	0	0	0	0	0	1	6	0	0	4	10
gene-LOC102238936	LOC102238936	6952.157	4920.425	1694.403	2426.568	1677.421	7522.83	4820.508	6820.262	3013.671	0	1512.036	3933.06
gene-LOC102238938	LOC102238938	0	0	0	0	2	0	0	0	0	0	0	0
gene-LOC102238940	LOC102238940	48	70.639	56.151	51.044	14.42	73.265	106.429	91.002	47.001	0	27.245	70.073
gene-LOC102238942	LOC102238942	7	9	8	0	0	5	13	1	2	0	3	2
gene-LOC102238944	LOC102238944	15	9	149	12	45	4	560.004	78	11	0	48	108
gene-LOC102238946	LOC102238946	15690.751	5975.002	19732.01	6410.001	3328	10949.661	58676.984	28923.185	10750.277	5	4438.998	11861.574
gene-LOC102238949	LOC102238949	0	13	30	152	4	3	3	0	5	0	7	20
gene-LOC102238951	LOC102238951	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238952	LOC102238952	0	1	31	9	10	0	34	8	2	0	0	0
gene-LOC102238956	LOC102238956	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238960	LOC102238960	1058.107	45.925	12068.305	508.751	1592.225	46.849	13549.434	2383.31	465.686	0	1036.63	2761.622
gene-LOC102238962	LOC102238962	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238969	LOC102238969	1523.316	2050.634	2339.95	604.707	803.06	2227.312	6237.975	3633.544	870.034	0	689.468	1942.454
gene-LOC102238972	LOC102238972	13	2.233	6	2	9.373	0	2.141	11	4	0	11.78	24.6
gene-LOC102238974	LOC102238974	0	35	2	0	0	14	10	2	1	0	0	0
gene-LOC102238975	LOC102238975	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238976	LOC102238976	0	0	1	2	0	0	0	0	0	0	0	1
gene-LOC102238977	LOC102238977	0	1	0	0	3	0	0	0	0	0	1	0
gene-LOC102238981	LOC102238981	151.885	1170.034	15	674.932	21	1460.09	70	93	1464.651	0	11	29
gene-LOC102238982	LOC102238982	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102238985	LOC102238985	46	27	218	38	67	78	909.573	285	92	0	32	86
gene-LOC102238987	LOC102238987	5284.093	747.741	357.323	1599.576	504.342	1334.717	1711.903	3388.968	4389.804	0	376.53	984.797
gene-LOC102238993	LOC102238993	0	0	27.295	0	14	0	77.725	0	0	0	3	12
gene-LOC102238996	LOC102238996	41.952	296.195	508.688	131.718	117.551	165.504	382.613	274.169	91.573	0	200.747	529.524
gene-LOC102239002	LOC102239002	170	20	113	127	55	19	132	90	71	0	74	186
gene-LOC102239006	LOC102239006	0	0	1	0	0	0	0	0	2.002	0	0	0
gene-LOC102239008	LOC102239008	161	76	248	45	81	95	932.034	328.476	90	0	41	126
gene-LOC102239017	LOC102239017	1.051	6.303	16.922	0	2.129	1.03	22.817	1.026	0	0	1.037	3.171
gene-LOC102239023	LOC102239023	14	27.005	31.165	36	61.06	0	2	5	1	0	80.034	202.038
gene-LOC102239034	LOC102239034	3331.264	2767.77	756.434	2415.966	2075.393	2046.943	1460.055	6796.095	2627.664	0	1712.121	4639.991
gene-LOC102239037	LOC102239037	2792.372	306.766	322.28	307.684	1041.505	248.891	396.391	459.51	481.69	0	144.961	406.871
gene-LOC102239039	LOC102239039	40.691	225.239	262.266	149.591	233.367	35.626	79.034	79.291	67.647	0	114.289	300.109
gene-LOC102239041	LOC102239041	0	3	3	0	0	1	4	0	0	0	0	0
gene-LOC102239047	LOC102239047	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239049	LOC102239049	0	2	27	1	3	3	23	16	7	0	3	23
gene-LOC102239051	LOC102239051	0	0	7.848	15.384	60.582	41.896	18.02	24.232	10.307	0	7.296	0
gene-LOC102239052	LOC102239052	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239053	LOC102239053	0	1	54	3	24	0	55	0	0	0	1	3
gene-LOC102239057	LOC102239057	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239061	LOC102239061	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239064	LOC102239064	0	0	0	0	2.277	0	1	0	0	0	0	1
gene-LOC102239066	LOC102239066	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239068	LOC102239068	117.697	84.836	43.051	27.1	45.458	84.633	75.177	214.934	34.042	0	49.996	149.221
gene-LOC102239073	LOC102239073	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239079	LOC102239079	143	113	485	35	97	39	331	65	7	0	89	209
gene-LOC102239086	LOC102239086	63347.692	19558.68	13989.963	36753.333	8374.886	25915.436	31184.843	51151.419	34987.751	3	11343.251	30997.937
gene-LOC102239088	LOC102239088	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239092	LOC102239092	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239093	LOC102239093	16476.849	17786.343	15380.215	10932.123	7177.019	19964.852	36089.537	30425.188	15733.159	0	7647.919	20432.287
gene-LOC102239098	LOC102239098	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC102239101	LOC102239101	0	11	10	1	2	0	0	0	0	0	6	26
gene-LOC102239106	LOC102239106	5	6	11	7	2	4	15	11	5	0	0	4
gene-LOC102239107	LOC102239107	0	6	9	1	0	5	2	0	10	0	0	3
gene-LOC102239122	LOC102239122	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC102239128	LOC102239128	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239129	LOC102239129	0	1	2	0	0	0	0	0	0	0	0	0
gene-LOC102239130	LOC102239130	0	5	2.001	0	0	0	7	0	0	0	1	6
gene-LOC102239131	LOC102239131	508.49	56.947	36.889	85.675	1071.663	75.269	159.856	858.783	183.911	0	136.984	330.616
gene-LOC102239136	LOC102239136	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239138	LOC102239138	501.776	588.859	171.646	138.811	45.177	683.422	308.742	280.871	177.934	0	90.516	242.282
gene-LOC102239142	LOC102239142	0	1	0	0	0	0	0	0	1	0	0	0
gene-LOC102239146	LOC102239146	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239150	LOC102239150	0	0	6	1	3	0	5	0	0	0	0	0
gene-LOC102239153	LOC102239153	129.311	95.668	406.369	60.239	269.251	51.392	415.054	510.051	25.502	0	408.957	1055.929
gene-LOC102239156	LOC102239156	39.012	45.03	88.059	27.03	28.044	10	194.016	84.018	25.012	0	31.005	61.024
gene-LOC102239162	LOC102239162	0	6	26	25.202	8	8	11	9	4	0	3	7
gene-LOC102239164	LOC102239164	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239167	LOC102239167	12.256	204.464	95.911	92.116	370.6	11.068	13.438	16.855	0	0	87.524	205.425
gene-LOC102239170	LOC102239170	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239172	LOC102239172	450.083	171.098	106.942	505.562	120.358	324.424	466.671	761.152	724.847	0	108.481	304.643
gene-LOC102239174	LOC102239174	0	2	0	3	0	0	0	1	0	0	3.267	16.126
gene-LOC102239182	LOC102239182	0	3	4	2	1	2	11	3	13	0	4	5
gene-LOC102239184	LOC102239184	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102239186	LOC102239186	0	0	0	0	0	0	0	0	0	0	0	0
