gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-LOC102241767	LOC102241767	1.517395	0.197483	0.371444	0.380612	1.007844	0.344733	0.455463	1.191082	0.092318	0	2.064809	2.683139
gene-LOC102241775	LOC102241775	0.024491	0	0	0.01687	0	0.011777	0.031964	0	0.013243	0	0.073355	0.054373
gene-LOC102241777	LOC102241777	0	0	0	0.242748	0.050254	0	0	0	0.039265	0	0	0.012998
gene-LOC102241779	LOC102241779	0	0.142959	0	0	0.357878	0	1.153515	1.974957	0	0	0.373009	0.974022
gene-LOC102241781	LOC102241781	22.217948	25.413968	29.470444	35.174167	13.547554	25.932944	18.356023	28.723611	26.246697	0	36.845514	35.988301
gene-LOC102241785	LOC102241785	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241786	LOC102241786	0	0.022144	0.121415	0.055783	0	0	0	0	0.02234	0	0	0
gene-LOC102241788	LOC102241788	12.148688	1.916049	2.567699	12.39932	7.179043	6.490456	7.540116	5.736667	34.042256	0	2.268027	2.279087
gene-LOC102241789	LOC102241789	0	0.438037	0	0.103582	0.039946	0.124419	0	0	0	0	0.167034	0.280224
gene-LOC102241791	LOC102241791	6.709169	6.54547	19.294548	9.140561	2.927337	8.282488	19.277102	16.419011	6.244233	0	15.626387	17.548883
gene-LOC102241793	LOC102241793	0	0.00661	0.030175	0	0.027007	0	0.020447	0.01009	0	0	0.054385	0.020127
gene-LOC102241797	LOC102241797	0.503693	0.450079	4.03686	0.35062	30.620598	1.034339	0.622938	21.472408	1.028402	0	32.174414	32.583421
gene-LOC102241798	LOC102241798	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241800	LOC102241800	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241804	LOC102241804	0.345147	33.960755	15.425204	2.380305	4.654788	30.669564	10.425261	9.875845	2.525203	0	12.286895	11.17113
gene-LOC102241807	LOC102241807	0	0	0.037889	0	0	0	0	0	0	0	0	0
gene-LOC102241808	LOC102241808	66.682545	68.179903	234.210648	18.632043	111.455055	115.990993	504.248134	277.953896	46.819443	0	136.696893	130.85707
gene-LOC102241810	LOC102241810	0	0.272598	0.896507	1.314548	1.663624	0.053024	0.096134	0	0.059796	0	2.338642	2.722106
gene-LOC102241811	LOC102241811	5.992939	64.116094	2.335906	78.283351	21.645126	44.60008	1.503353	12.857085	61.767689	415.417725	16.894018	16.323474
gene-LOC102241812	LOC102241812	0	0.008971	0.032795	0.046419	0.179066	0	0	0.038845	0	0	0.024563	0.045488
gene-LOC102241813	LOC102241813	0	0.073836	0.404466	0	0.095796	0.074631	0.067896	0.104579	0	0	0	0
gene-LOC102241820	LOC102241820	0	0.771611	0.216636	0	0	0.222261	0.218416	0.079684	0	0	0.339215	1.290713
gene-LOC102241821	LOC102241821	372.252803	33.236057	45.650167	80.355406	391.682981	27.760912	48.21702	578.569326	100.830203	0	460.89007	464.597091
gene-LOC102241836	LOC102241836	4.109658	0.767204	0.841279	3.284199	7.143631	2.583782	2.435139	25.156907	5.295627	0	8.900058	9.218549
gene-LOC102241837	LOC102241837	0.058533	0.031207	0	0	0	0.028646	0.025925	0.020262	0	0	0	0.031419
gene-LOC102241840	LOC102241840	8.005518	8.669384	22.610122	11.222072	5.654453	7.185064	19.534561	28.793119	12.664925	0	24.015788	24.494629
gene-LOC102241841	LOC102241841	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241842	LOC102241842	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241844	LOC102241844	28.216696	94.726994	66.067412	28.524559	77.627458	47.870887	73.935389	77.716209	32.519289	0	63.585998	62.225024
gene-LOC102241846	LOC102241846	5.987631	2.239521	4.301121	8.762917	3.555642	2.272555	2.905918	2.380998	6.684507	0	2.912176	2.328755
gene-LOC102241847	LOC102241847	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241849	LOC102241849	406.771937	445.70272	674.497362	479.00475	257.272282	676.345338	997.893596	1505.007173	689.612342	0	913.21684	909.53968
gene-LOC102241851	LOC102241851	23.146025	14.209863	29.362739	14.591458	32.971078	3.9739	0	15.999725	5.673471	0	60.198851	60.138087
gene-LOC102241853	LOC102241853	0	0	0	0	0	0	0.059172	0	0	0	0.174636	0.325501
gene-LOC102241856	LOC102241856	0	0.012333	0	0.030991	0	0	0	0	0	0	0	0
gene-LOC102241857	LOC102241857	0.289001	0.123338	10.369447	0.467038	5.623441	0.08483	1.509821	2.240436	0	0	14.040015	16.393183
gene-LOC102241862	LOC102241862	0	0	0.248827	0	0	0	0	0	0	0	0	0
gene-LOC102241865	LOC102241865	0	0	0.038257	0	0	0	0.027137	0.004273	0	0	0.019015	0.035205
gene-LOC102241868	LOC102241868	7.316667	6.452875	5.292522	14.054089	1.515443	14.765318	12.371211	14.65721	25.026137	0	5.977299	6.052501
gene-LOC102241870	LOC102241870	268.424467	128.293397	191.282505	145.328784	174.655768	113.104765	118.692504	153.446602	70.332735	0	234.363134	235.213367
gene-LOC102241871	LOC102241871	0	0.006846	0.112625	0	0.019461	0.01182	0.021384	0.029511	0	0	0.018764	0.041686
gene-LOC102241872	LOC102241872	0	0.067754	0.268323	0.382977	0.047826	0.019711	0.071325	0.02106	0.033243	0	0.092655	0.034329
gene-LOC102241873	LOC102241873	0	0	0.027429	0.018868	0	0	0	0	0	0	0	0
gene-LOC102241875	LOC102241875	1.301595	3.922365	2.724186	0.692341	7.50978	5.307576	16.380313	11.450406	9.816921	0	1.775654	2.004145
gene-LOC102241876	LOC102241876	3.418004	1.715191	5.369846	0.878724	3.050726	3.546933	9.771379	3.820043	1.320491	0	3.036563	2.100857
gene-LOC102241878	LOC102241878	0	0	11.137531	0	0	0	1.127208	0	0	0	0	0
gene-LOC102241880	LOC102241880	0	0	0.211881	0	0	0	0	0	0	0	0	0
gene-LOC102241883	LOC102241883	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241885	LOC102241885	0	0.039069	0.28562	0.049176	0.081711	0	0	0	0	0	0.106442	0.177672
gene-LOC102241888	LOC102241888	0	0.396507	0	0.06777	0	0.150454	0.090682	0	0.169176	0	0	0
gene-LOC102241890	LOC102241890	0	0	0	0	0.053095	0	0	0	0	0	0.211624	0.078703
gene-LOC102241897	LOC102241897	0	0	0	0.056505	0	0	0	0	0	0	0.123085	0.045208
gene-LOC102241898	LOC102241898	0.648354	0.549483	1.426658	1.108509	1.594255	0.549366	1.527902	1.791253	0.53435	0	1.295946	0.801817
gene-LOC102241905	LOC102241905	0.025146	0	0.285448	0	0	0.050171	0.09094	0.070537	0	0	0.280104	0.052073
gene-LOC102241906	LOC102241906	61.388113	111.01671	82.590317	163.578972	46.071256	101.576082	78.96669	105.973172	149.204323	0	98.808008	98.754355
gene-LOC102241908	LOC102241908	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241909	LOC102241909	0	0.050773	0	0	0	0.047984	0.086965	0	0	0	0	0.204173
gene-LOC102241915	LOC102241915	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241917	LOC102241917	0	0	0	0	0	0	0.023613	0	0	0	0	0.105019
gene-LOC102241918	LOC102241918	0.019113	0.335718	1.587523	0.175082	0.452883	0	0.334669	0	0	0	0.396592	0.195008
gene-LOC102241920	LOC102241920	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241922	LOC102241922	15.89372	2.276745	1.684354	27.703928	6.634815	18.719274	13.900054	17.714108	72.200469	1353.228249	2.97548	3.663111
gene-LOC102241930	LOC102241930	0	0.052396	0	0.188677	1.523521	0.143089	0.098202	0.033538	0.053759	0	0.933029	0.396992
gene-LOC102241931	LOC102241931	0	0.100663	0.321969	0	0.034797	0.159207	0.226389	0.016123	0.102356	0	0.068386	0.025387
gene-LOC102241934	LOC102241934	0.044648	0.073546	0.112023	0.246412	0.037298	0.15117	0.512732	0.061087	0.229093	0	0.067021	0.09934
gene-LOC102241936	LOC102241936	0	0	0	0	0.016881	0	0	0	0	0	0	0
gene-LOC102241942	LOC102241942	0	0.141308	0.278016	0.068247	0.138242	0	0.034275	0	0	0	0.089163	0.077122
gene-LOC102241943	LOC102241943	0.011177	0.184116	1.41341	0.308435	0.103815	0.28994	1.068625	0.321154	0.253563	0	1.174447	1.604019
gene-LOC102241945	LOC102241945	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241946	LOC102241946	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241947	LOC102241947	0.247219	0	0	0	0	0	0	0.02983	0.047727	0	0	0
gene-LOC102241950	LOC102241950	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241951	LOC102241951	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241953	LOC102241953	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241955	LOC102241955	0.085952	0.240949	0.556851	0.040781	0.822878	0.072537	0.070768	0.12987	0.048073	0	0.080983	0.380424
gene-LOC102241956	LOC102241956	0	0.017014	0.18658	0.10701	0.142876	0	0.013627	0.021415	0.016939	0	0.371272	0.223711
gene-LOC102241957	LOC102241957	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241958	LOC102241958	27.579367	5.995774	17.932788	11.177646	23.432565	5.872437	17.296317	40.817177	9.823685	0	35.963225	38.818374
gene-LOC102241960	LOC102241960	0	0	0.130142	0	0	0	0.283206	0.0211	0	0	0.238559	0.080724
gene-LOC102241964	LOC102241964	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241969	LOC102241969	0	0.044168	0.161425	0	0	0	0	0	0	0	0	0
gene-LOC102241972	LOC102241972	0	0.018881	0	0	0	0	0	0	0.037777	0	0.051457	0.03817
gene-LOC102241974	LOC102241974	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241975	LOC102241975	309.644972	17.999672	71.905364	31.483462	283.55568	24.178684	121.424469	198.204599	41.496528	0	126.076021	118.722995
gene-LOC102241978	LOC102241978	0.020419	1.055688	0.399581	0.271278	0.204074	0.414218	0.534882	0.043461	0.170482	0	0.297819	0.19
gene-LOC102241979	LOC102241979	4.825782	2.538871	9.48257	3.681173	6.491233	7.203394	13.40053	15.644571	6.669016	0	8.479729	10.62879
gene-LOC102241980	LOC102241980	0.173467	0.140718	2.263364	0.141504	1.52325	0.469913	9.520593	0.325605	0.236397	0	0.269059	0.12822
gene-LOC102241984	LOC102241984	0	1.088186	2.127651	0.829396	0.489792	1.05246	1.449253	0.1784	0.154451	0	0.687651	0.612669
gene-LOC102241985	LOC102241985	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102241989	LOC102241989	0.029233	0	0.077418	0	0	0	0	0.053638	0.021244	0	0.08963	0.117011
gene-LOC102241990	LOC102241990	0.055703	0	0	0	0.06656	0	0.039186	0.122844	0	0	0	0
gene-LOC102241991	LOC102241991	0.343798	1.069487	3.421002	0.949424	6.311596	1.824471	6.59055	4.160905	1.68427	0	5.241262	5.345317
gene-LOC102241992	LOC102241992	55.59039	25.225983	57.166101	107.061828	29.783106	55.19891	40.765609	23.287872	133.000764	0	25.536035	25.069246
gene-LOC102241993	LOC102241993	0	0.50294	0.159028	0.09319	0.61935	0.183165	0.250186	0.231813	0	0	0.296151	0.404574
gene-LOC102241997	LOC102241997	0.453352	0	0.803535	0.2133	0.465722	0.093966	1.076189	1.195417	0.316133	0	1.283774	1.023035
gene-LOC102241998	LOC102241998	0	0.087195	0.318305	0	0	0	0	0	0	0	0.461432	0.68868
gene-LOC102242000	LOC102242000	0	0.11577	0.08966	0.020566	0.045817	0.17342	0.039225	0	0.065011	0	0.178466	0.132339
gene-LOC102242004	LOC102242004	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242008	LOC102242008	15.937578	10.449744	28.422805	6.803162	11.701919	9.273832	12.461677	10.5437	9.823143	0	27.398212	25.104714
gene-LOC102242011	LOC102242011	0	0	3.758486	0	0.944678	0	0.676635	0.052962	0	0	0.669883	0.276395
gene-LOC102242012	LOC102242012	0	0	0.947573	0	0.485804	0	0.813395	0.0264	0	0	0	0
gene-LOC102242016	LOC102242016	0	0.235377	0.313962	0.047885	0.180972	0.148101	0.213354	0.07827	0.012332	0	0.261595	0.213082
gene-LOC102242019	LOC102242019	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242024	LOC102242024	0	0	0	0	0	0	0.009115	0	0	0	0	0
gene-LOC102242028	LOC102242028	0.060404	0.019275	1.363454	0.116325	0.401496	0.021681	0.823261	0.271613	0.040623	0	0.666999	0.789664
gene-LOC102242033	LOC102242033	0.109361	0.663202	4.634236	1.190764	2.068117	0.259997	1.599275	0.582283	0.450805	0	2.260188	2.590285
gene-LOC102242035	LOC102242035	0	2.063448	152.132187	3.168379	0.335019	6.173412	149.330055	0	3.157967	0	0.112259	0.041762
gene-LOC102242037	LOC102242037	0	0	0	0	0	0	0.017717	0.013897	0	0	0	0
gene-LOC102242042	LOC102242042	0.643069	0.047414	0	0.060074	0	0.327398	0.463991	0.451919	0.207125	0	0.127509	0.237334
gene-LOC102242044	LOC102242044	0	0.887291	2.210086	1.623711	0.043035	2.430688	3.009513	0.056879	2.735576	0	0.250789	0.263894
gene-LOC102242045	LOC102242045	0.183369	0.277982	3.43172	0.48085	0	0.723536	4.576305	0.995777	0.675018	0	0.900274	1.194798
gene-LOC102242047	LOC102242047	0	0.125753	1.532099	0	0	0	0.859375	0	0	0	0.226049	0
gene-LOC102242049	LOC102242049	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242061	LOC102242061	7.000415	0.812287	87.712389	18.67795	13.515321	0.660032	44.644872	12.878097	12.276152	0	21.430189	21.224298
gene-LOC102242063	LOC102242063	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242064	LOC102242064	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242069	LOC102242069	0.154632	0.768218	2.221783	2.574409	1.223309	0.216728	0.539212	0.222846	0.837808	0	3.322634	3.565078
gene-LOC102242072	LOC102242072	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242074	LOC102242074	0	0	0	0	0	0	0	0	0.053594	0	0	0
gene-LOC102242081	LOC102242081	3.676338	42.170669	24.833382	29.892725	13.532157	24.892225	35.7148	45.329692	58.656992	0	19.239167	20.36168
gene-LOC102242085	LOC102242085	0	0	0	0	0	0	0	0	0.022874	0	0	0
gene-LOC102242088	LOC102242088	0	0	0	0	0	0	0.648262	0.045486	0.073287	0	0	0
gene-LOC102242091	LOC102242091	0	0	0	0	1.833111	0	0	0.050992	0	0	0.287393	0.240089
gene-LOC102242092	LOC102242092	0	0	0.535038	0	0	0	0	0	0	0	0	0
gene-LOC102242094	LOC102242094	0	0	0.058694	0.018681	0	0	0	0	0	0	0	0
gene-LOC102242098	LOC102242098	19.383641	0.222206	10.387662	0.257793	26.42241	0.062193	2.212852	9.136578	0.073849	0	29.747276	32.820232
gene-LOC102242100	LOC102242100	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242101	LOC102242101	1.741023	0.344629	3.137769	0.875666	13.971909	0.403367	3.439378	1.161204	0	0	2.650271	3.287755
gene-LOC102242103	LOC102242103	0.011588	0	0	0.031608	0	0	0	0	0	0	0	0
gene-LOC102242105	LOC102242105	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242106	LOC102242106	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242110	LOC102242110	0	0	0	0	0	0	0.061655	0.01939	0.015328	0	0	0
gene-LOC102242113	LOC102242113	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242116	LOC102242116	0	0.016226	0.144772	0.011713	0.062665	0	0	0	0.03159	0	0	0
gene-LOC102242118	LOC102242118	0	1.462714	3.333923	1.23392	4.598864	0.289587	1.048011	0.444221	0	0	6.617859	6.839828
gene-LOC102242120	LOC102242120	0	0.015891	0.058091	0.279782	0.245072	0	0.012692	0	0	0	0.13011	0.080396
gene-LOC102242121	LOC102242121	1.422138	0	2.448307	0	1.094564	0.056435	4.702259	1.409552	0.105804	0	1.259953	0.635313
gene-LOC102242122	LOC102242122	64.543356	7.572781	24.5604	15.450223	44.104751	7.796953	33.332964	65.659367	12.292013	0	49.158187	48.313742
gene-LOC102242123	LOC102242123	0.90795	0.233027	0.425856	0.252259	0.227943	0.307082	0.833803	1.345855	0.484102	0	0.992122	0.803768
gene-LOC102242125	LOC102242125	0.472428	1.156892	5.799489	0.677987	0.77776	1.632939	9.451227	1.617556	1.418047	0	0.797417	1.103733
gene-LOC102242134	LOC102242134	4.765568	4.801188	11.765995	1.891329	8.539512	3.668268	17.365724	12.279499	4.437822	0	8.881051	9.456192
gene-LOC102242135	LOC102242135	1.674035	0.396808	0.198937	0	4.346141	0.344154	0.444068	7.675923	0.167037	0	2.013624	3.62001
gene-LOC102242142	LOC102242142	0	0	0	0	0	0	0.154737	0	0	0	0	0
gene-LOC102242143	LOC102242143	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242146	LOC102242146	0	0.014044	0.12916	0.035358	0	0	0.044641	0	0	0	0	0
gene-LOC102242148	LOC102242148	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242149	LOC102242149	0.02107	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242159	LOC102242159	0.835583	0.117122	0	0	0	0	0.159355	0.172305	0	0	0.451238	0.623615
gene-LOC102242160	LOC102242160	0	0	0	0.077703	0	0	0	0	0	0	0	0
gene-LOC102242163	LOC102242163	4.351301	17.893548	26.868568	7.459407	8.884168	10.876882	17.603077	14.609348	5.206653	0	21.462901	26.935868
gene-LOC102242170	LOC102242170	0	0.726617	0.076961	0.6396	0	0.561726	0.143969	0	0.094185	0	0	0
gene-LOC102242172	LOC102242172	0	0.15962	0.175047	0	0.087446	0.146791	0.05314	0.041522	0	0	0	0
gene-LOC102242179	LOC102242179	3.272851	11.356865	21.59494	11.240007	21.990758	9.975132	29.966657	30.537925	12.033936	0	30.457372	29.915789
gene-LOC102242180	LOC102242180	1.375895	5.801853	9.618869	11.837932	3.771261	6.635748	12.044755	4.639212	12.82022	0	3.450301	3.486865
gene-LOC102242184	LOC102242184	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242185	LOC102242185	0	0.06003	0	0	0.082415	0.027467	0	0.038873	0	0	0	0
gene-LOC102242186	LOC102242186	0.203202	0.414197	1.719987	0.174959	0.420993	0.198856	0.607353	0.01756	0.055997	0	1.141145	0.950682
gene-LOC102242188	LOC102242188	0.168454	0.586187	2.133967	0.549595	0.965125	0.378521	0.845589	0.690255	0.194586	0	1.51265	1.483641
gene-LOC102242189	LOC102242189	32.963596	0	2.42129	0	10.01545	0	0.778924	1.277192	0	0	3.158377	3.243047
gene-LOC102242191	LOC102242191	0.073722	12.101341	44.001728	13.833549	3.250107	10.293409	40.298513	4.380824	10.94109	0	6.645159	4.637401
gene-LOC102242195	LOC102242195	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242199	LOC102242199	0.054724	6.020745	0.826771	3.268236	0.270159	1.092947	0.498392	0.554496	2.094169	0	0.439996	0.478832
gene-LOC102242201	LOC102242201	0	0	0	0	0	0	0.083603	0	0	0	0	0
gene-LOC102242205	LOC102242205	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242206	LOC102242206	0	0.007398	0.946639	0	1.544499	0	0.723152	0.26456	0	0	0.689259	0.360331
gene-LOC102242210	LOC102242210	0	0.013807	0.094643	0.017309	0.004932	0.035463	0.064153	0.031657	0.006643	0	0.009476	0.014028
gene-LOC102242211	LOC102242211	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242213	LOC102242213	0	0	0	0	0.027526	0	0.031853	0	0	0	0	0
gene-LOC102242214	LOC102242214	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242215	LOC102242215	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242216	LOC102242216	0	0.049539	0.030132	0.04147	0.138667	0	0.026373	0	0.016392	0	0.04498	0.100065
gene-LOC102242217	LOC102242217	0	0	0.161371	0	0	0	0	0	0	0	0	0
gene-LOC102242224	LOC102242224	0	0	0.354629	0.122259	0.100745	0	0.395767	0	0.123015	0	0	0
gene-LOC102242227	LOC102242227	119.741404	2.145143	5.650229	4.268085	2.672106	60.866648	64.135597	67.242502	39.179488	0	9.297736	9.571652
gene-LOC102242230	LOC102242230	0	0	6.18103	0	0	0	2.4275	0	0	0	0	0
gene-LOC102242231	LOC102242231	0	0.098016	0.178795	0.061545	0	0.088102	0.219235	0.093734	0.02478	0	0.132831	0.12332
gene-LOC102242233	LOC102242233	0	0.03607	0	0.045583	0.049105	0	0	0	0	0	0	0
gene-LOC102242235	LOC102242235	0	0	0	0	0.823002	0	0	0	0	0	0.03901	0.072298
gene-LOC102242236	LOC102242236	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242237	LOC102242237	0	0.220058	0.31282	0	0.203066	0	0.019959	0	0	0	0.332325	0.493421
gene-LOC102242238	LOC102242238	0	0	0	0	0	0	0.059647	0	0	0	0	0
gene-LOC102242239	LOC102242239	0	0	0	0	0	0	0	0	0	0	0	0.058195
gene-LOC102242240	LOC102242240	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242241	LOC102242241	0	0	0	0.029413	0	0	0	0	0	0	0	0
gene-LOC102242242	LOC102242242	2.68402	0.064769	0.049438	0.409335	2.909266	0.070421	0.022229	2.788259	0.331682	0	4.33815	3.338781
gene-LOC102242243	LOC102242243	0	0.128788	0.373859	0.275688	0.268876	0.019653	0.023704	0.004672	0	0	0.290572	0.384294
gene-LOC102242248	LOC102242248	0.107136	0.039363	0.233832	0.024713	0.125309	0.008558	0.116123	0.012197	0	0	0.215469	0.209514
gene-LOC102242249	LOC102242249	76.617601	3.500227	7.153851	32.220966	72.050535	3.99803	11.993112	16.706683	26.60847	0	15.806593	15.625753
gene-LOC102242251	LOC102242251	0	0.059635	0	0	0	0	0	0.025177	0.019937	0	0	0
gene-LOC102242259	LOC102242259	0	0.127825	0.155731	0.215736	0	0	0	0	0	0	0	0
gene-LOC102242262	LOC102242262	0	0.417192	0.6572	0.352164	0.034545	0.153036	0.492712	0.015938	0.613644	0	0.018757	0
gene-LOC102242277	LOC102242277	26.555087	12.612487	25.993837	9.673001	28.683678	7.610265	12.157623	22.519065	4.048962	0	39.667434	38.338493
gene-LOC102242278	LOC102242278	0.022189	0	0	0.030158	0.13261	0	0	0	0.024257	0	0.32536	0.169066
gene-LOC102242280	LOC102242280	0.297445	0.043545	0.447677	0.180899	0.787342	0.234592	0.232483	0.343909	0.094236	0	1.181058	1.099658
gene-LOC102242283	LOC102242283	0	0	0	0	0	0	0.04282	0.09971	0	0	0	0
gene-LOC102242284	LOC102242284	24.837518	7.912294	9.486487	3.602453	11.692752	8.006584	13.086014	20.455804	4.028947	0	19.296321	19.883049
gene-LOC102242285	LOC102242285	0	0	0.182194	0.136306	6.728608	0	0.178348	0	0.104673	0	0.253321	0.208101
gene-LOC102242287	LOC102242287	0	0	0.590279	0	0.642659	0	0	0	0	0	0	0
gene-LOC102242289	LOC102242289	0	0.400165	1.181453	0.427383	0.759829	0	0	0.019967	0	0	1.001175	0.712893
gene-LOC102242293	LOC102242293	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242294	LOC102242294	0	0.304705	1.615023	0.038457	0.418048	0.08375	0.126321	0.098759	0	0	0.908589	1.564931
gene-LOC102242296	LOC102242296	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242298	LOC102242298	0	0	0	0.057548	0	0	0	0	0	0	0	0
gene-LOC102242299	LOC102242299	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242304	LOC102242304	0	0.582871	1.177442	0	0.168303	0.056243	0.101798	0	0	0	0.582064	0.617823
gene-LOC102242318	LOC102242318	0	1.548646	3.182649	1.92576	3.871089	0.126958	0.114274	0.122948	0.035263	0	2.33256	2.265829
gene-LOC102242322	LOC102242322	0	0	12.504016	0	0	0	14.984566	0	0	0	0	0
gene-LOC102242323	LOC102242323	92.638139	37.036095	95.443641	41.93037	32.604488	32.995807	59.264974	82.646696	26.102279	705.178358	103.802863	101.820977
gene-LOC102242325	LOC102242325	0	0.082628	0.150836	0	0	0	0.077255	0.118719	0	0	0	0
gene-LOC102242329	LOC102242329	0.026917	0.620078	1.242097	0.319864	0.036128	1.177988	1.38529	0.194218	0.240029	0	0.046526	0.112003
gene-LOC102242341	LOC102242341	24.399123	14.092812	31.292508	14.43491	10.937633	28.25896	55.014418	26.899812	22.978605	0	14.906187	14.904048
gene-LOC102242344	LOC102242344	0	0.16307	0.297947	0	0.216392	0	0.239524	0.074225	0	0	0	0
gene-LOC102242345	LOC102242345	12.191575	9.46748	15.389796	13.712851	9.292308	7.710698	10.199757	8.544477	8.504376	0	11.777457	10.39687
gene-LOC102242348	LOC102242348	0.161113	0.63541	6.601125	0.427404	0.113878	0.278968	5.134792	0.859787	0.224415	0	2.162205	2.247436
gene-LOC102242349	LOC102242349	957.883518	790.40585	560.241047	1450.189537	286.320748	828.840984	386.951307	371.164026	859.851041	1969.490272	513.912704	503.378686
gene-LOC102242350	LOC102242350	0	0	0	0	0.02472	0	0	0	0	0	0	0
gene-LOC102242354	LOC102242354	6.65417	1.210463	3.343959	6.417817	26.327732	1.837879	2.661783	7.263218	5.078315	0	9.843653	10.74291
gene-LOC102242356	LOC102242356	0	0.464765	2.668041	0.168852	0.694722	0	0.360885	0	0	0	0.354169	1.452335
gene-LOC102242357	LOC102242357	4.360207	0.054976	0.943662	0.359222	4.200162	0.011896	0.269205	29.481022	0.080261	0	40.794071	39.415681
gene-LOC102242358	LOC102242358	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102242359	LOC102242359	9.206855	0.089748	1.678339	10.056807	9.546651	0.083448	1.07835	0.051023	10.858805	0	0.018921	0.056048
gene-LOC102242361	LOC102242361	0	0.16209	3.397244	0.176434	9.724829	0.065937	1.235594	0.255006	0	0	3.845658	3.187854
gene-LOC102242362	LOC102242362	7.419098	17.419291	82.555075	27.823808	13.337039	18.910365	88.524855	17.074952	29.987066	0	19.307304	20.200234
gene-LOC102242364	LOC102242364	0.181071	1.76048	0.241938	0.79847	3.931333	1.009904	0.189029	0.115682	0.287161	0	0.614889	0.415549
